,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Model,Submodel,Mileage_Value,Engine_CC,Power_bhp
2690,Bangalore,2009,55000,Diesel,Automatic,First,5.0,13.5,Audi,A8,L 3.0 TDI quattro,11.8,2967.0,246.7
2691,Kolkata,2014,48000,Diesel,Automatic,First,5.0,5.1,Hyundai,Verna,1.6 SX CRDI (O) AT,22.32,1582.0,126.32
2692,Kolkata,2011,70000,Diesel,Automatic,First,5.0,10.3,BMW,3,Series 320d,22.69,1995.0,190.0
2693,Delhi,2014,62000,Diesel,Manual,First,5.0,5.7,Hyundai,Verna,1.6 SX,22.32,1582.0,126.32
2694,Kochi,2014,41994,Petrol,Manual,First,5.0,3.41,Maruti,Wagon,R VXI,22.5,998.0,67.04
2695,Hyderabad,2010,108882,Diesel,Manual,Second,5.0,2.4,Ford,Figo,Diesel EXI,20.0,1399.0,68.0
2696,Coimbatore,2017,24806,Petrol,Manual,First,6.0,5.6,Mahindra,KUV,100 mFALCON G80 K2,18.15,1198.0,82.0
2697,Pune,2006,160000,Diesel,Manual,First,5.0,1.0,Tata,Indigo,LS,17.0,1405.0,70.0
2698,Hyderabad,2017,30000,Diesel,Automatic,First,7.0,8.2,Mahindra,TUV,300 T8 AMT,18.49,1493.0,100.0
2699,Bangalore,2015,51000,Diesel,Automatic,First,5.0,27.5,Audi,Q3,35 TDI Quattro Premium Plus,15.17,1968.0,181.0
2700,Jaipur,2015,64876,Petrol,Manual,First,5.0,3.5,Maruti,Wagon,R VXI 1.2,21.5,1197.0,81.8
2701,Kochi,2016,70536,CNG,Manual,First,5.0,4.58,Maruti,Celerio,CNG VXI MT,31.79,998.0,58.33
2702,Coimbatore,2017,25299,Diesel,Manual,First,5.0,10.34,Maruti,Vitara,Brezza ZDi Plus Dual Tone,24.3,1248.0,88.5
2703,Mumbai,2006,89869,Diesel,Manual,First,8.0,3.25,Mahindra,Scorpio,DX 2.6 Turbo 8 Str,12.7,2609.0,116.6
2704,Jaipur,2007,103515,Diesel,Manual,Third,7.0,5.0,Hyundai,Tucson,CRDi,12.6,1991.0,112.0
2705,Hyderabad,2008,68282,Petrol,Manual,First,5.0,2.25,Hyundai,Santro,Xing GLS,17.92,1086.0,62.1
2706,Kochi,2014,60033,Diesel,Automatic,First,4.0,51.52,Porsche,Panamera,Diesel 250hp,18.18,2967.0,250.0
2707,Kochi,2018,51921,Diesel,Manual,First,5.0,8.62,Maruti,Vitara,Brezza VDi Option,24.3,1248.0,88.5
2708,Mumbai,2017,18414,Diesel,Manual,First,5.0,7.25,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
2709,Kochi,2016,40866,Petrol,Manual,First,5.0,5.47,Honda,Amaze,V Petrol,19.5,1199.0,86.76
2710,Pune,2014,55001,Diesel,Automatic,First,5.0,31.0,Jaguar,XF,2.2 Litre Luxury,16.36,2179.0,187.7
2711,Kochi,2017,20469,Petrol,Automatic,First,4.0,35.98,Mini,Cooper,Convertible S,16.82,1998.0,189.08
2712,Jaipur,2017,8500,Petrol,Manual,First,5.0,3.42,Hyundai,EON,Era Plus,21.1,814.0,55.2
2713,Ahmedabad,2008,45000,Diesel,Automatic,Second,5.0,11.5,Audi,A6,3.0 TDI quattro,16.77,2967.0,241.38
2714,Pune,2016,6000,Petrol,Manual,First,5.0,7.25,Hyundai,i20,Active 1.2 SX Dual Tone,17.19,1197.0,81.86
2715,Chennai,2018,11000,Diesel,Manual,First,5.0,8.0,Maruti,Swift,AMT DDiS VDI,28.4,1248.0,74.0
2716,Kochi,2015,80064,Diesel,Manual,First,5.0,7.33,Ford,Ecosport,1.5 DV5 MT Titanium,22.7,1498.0,89.84
2717,Kolkata,2016,29930,Petrol,Manual,First,5.0,3.35,Maruti,Wagon,R VXI BS IV with ABS,18.9,998.0,67.1
2718,Mumbai,2013,49105,Diesel,Manual,First,5.0,4.4,Volkswagen,Vento,1.5 TDI Highline,20.34,1498.0,103.2
2719,Kolkata,2012,55000,Petrol,Manual,First,5.0,2.99,Toyota,Etios,VX,17.6,1496.0,88.7
2720,Bangalore,2015,23000,Petrol,Manual,First,5.0,5.6,Honda,Jazz,1.2 SV i VTEC,18.7,1199.0,88.7
2721,Coimbatore,2016,54727,Diesel,Manual,First,5.0,6.63,Volkswagen,CrossPolo,1.5 TDI,20.14,1498.0,88.73
2722,Kochi,2018,31426,Diesel,Manual,First,5.0,7.9,Volkswagen,Ameo,1.5 TDI Highline,21.66,1498.0,108.62
2723,Kochi,2015,53442,Petrol,Manual,First,5.0,7.0,Honda,City,V MT Exclusive,16.8,1497.0,116.3
2724,Hyderabad,2014,28000,Petrol,Automatic,First,5.0,4.95,Honda,Brio,VX AT,16.5,1198.0,86.8
2725,Mumbai,2017,13412,Petrol,Automatic,First,5.0,9.19,Skoda,Rapid,1.6 MPI AT Style,14.3,1598.0,103.52
2726,Hyderabad,2011,70000,Diesel,Manual,First,5.0,5.1,Hyundai,Verna,CRDi,16.8,1493.0,110.0
2727,Jaipur,2015,81310,Diesel,Manual,First,5.0,5.9,Hyundai,i20,Active S Diesel,21.19,1396.0,88.76
2728,Kochi,2019,13574,Petrol,Automatic,First,5.0,9.51,Maruti,Baleno,Alpha CVT,21.4,1197.0,83.1
2729,Mumbai,2008,75000,Petrol,Manual,Second,5.0,3.9,Honda,CR-V,2.4L 4WD MT,11.1,2354.0,158.8
2730,Coimbatore,2014,58310,Petrol,Manual,Second,5.0,5.39,Maruti,Swift,Dzire VXI,19.1,1197.0,85.8
2731,Pune,2009,90000,Diesel,Manual,Second,5.0,3.0,Maruti,Swift,Dzire VDi,19.3,1248.0,73.9
2732,Jaipur,2012,83000,Diesel,Manual,First,5.0,4.3,Maruti,Swift,Dzire ZDI,23.4,1248.0,74.0
2733,Jaipur,2017,37282,Petrol,Manual,First,5.0,6.75,Maruti,Swift,Dzire ZXI,20.85,1197.0,83.14
2734,Jaipur,2017,23000,Petrol,Manual,First,5.0,4.5,Hyundai,Grand,i10 Sportz,18.9,1197.0,82.0
2735,Chennai,2010,82000,Diesel,Manual,First,5.0,2.75,Ford,Fiesta,1.4 ZXi TDCi ABS,17.8,1399.0,68.0
2736,Chennai,2016,31000,Diesel,Manual,First,5.0,9.0,Hyundai,Verna,1.6 CRDi S,23.9,1582.0,126.2
2737,Jaipur,2001,200000,Petrol,Manual,First,-1.0,0.7,Maruti,Wagon,R Vx,12.0,-1.0,-1.0
2738,Delhi,2014,45001,Diesel,Manual,Second,5.0,2.55,Ford,Figo,Diesel EXI,20.0,1399.0,68.05
2739,Coimbatore,2014,50446,Diesel,Manual,First,5.0,3.54,Tata,Manza,Aqua Quadrajet BS IV,21.12,1248.0,88.8
2740,Ahmedabad,2009,89000,Petrol,Manual,First,5.0,4.25,Honda,Civic,2006-2010 1.8 S MT,13.5,1799.0,130.0
2741,Ahmedabad,2007,72000,Petrol,Manual,Second,5.0,1.2,Maruti,Alto,LX BSIII,19.7,796.0,46.3
2742,Ahmedabad,2013,90000,Diesel,Automatic,First,5.0,19.5,BMW,5,Series 520d Luxury Line,22.48,1995.0,190.0
2743,Bangalore,2015,76000,Diesel,Manual,Second,7.0,12.0,Mahindra,XUV500,W8 2WD,16.0,2179.0,140.0
2744,Hyderabad,2012,78401,Diesel,Manual,First,5.0,3.9,Maruti,Ritz,VDi,23.2,1248.0,73.94
2745,Kochi,2017,38426,Diesel,Manual,First,5.0,9.13,Maruti,Vitara,Brezza ZDi Plus,24.3,1248.0,88.5
2746,Pune,2011,45000,Petrol,Manual,First,7.0,2.25,Maruti,Eeco,7 Seater Standard,15.1,1196.0,73.0
2747,Mumbai,2012,83000,Petrol,Manual,First,5.0,3.25,Maruti,Swift,Dzire 1.2 Vxi BSIV,17.5,1197.0,85.8
2748,Coimbatore,2017,50170,Diesel,Automatic,First,5.0,14.79,Hyundai,Creta,1.6 CRDi AT SX Plus,17.01,1582.0,126.2
2749,Mumbai,2010,37822,Petrol,Manual,First,5.0,2.35,Maruti,Wagon,R LXI,22.5,998.0,67.04
2750,Kolkata,2015,33517,Diesel,Manual,First,5.0,3.1,Maruti,Celerio,ZDi,27.62,793.0,47.0
2751,Delhi,2014,110000,Diesel,Automatic,First,7.0,12.9,Hyundai,Santa,Fe 2WD AT,13.01,2199.0,194.3
2752,Kolkata,2017,60000,Petrol,Manual,First,5.0,2.5,Hyundai,EON,D Lite Plus Option,21.1,814.0,55.2
2753,Delhi,2013,92408,Petrol,Manual,First,5.0,3.65,Hyundai,i20,Sportz 1.2,18.5,1197.0,82.85
2754,Bangalore,2014,45000,Petrol,Manual,First,5.0,7.5,Hyundai,Verna,1.6 SX VTVT (O),17.1,1591.0,121.3
2755,Kochi,2013,33793,Petrol,Manual,First,5.0,3.74,Honda,Brio,S Option MT,18.4,1198.0,86.8
2756,Kochi,2017,26327,Petrol,Manual,First,5.0,5.86,Maruti,Swift,VXI Optional,20.4,1197.0,81.8
2757,Coimbatore,2018,20604,Diesel,Automatic,First,5.0,39.62,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,19.27,2143.0,167.62
2758,Coimbatore,2018,61386,Diesel,Manual,First,5.0,7.05,Maruti,Swift,VDI Optional,25.2,1248.0,74.0
2759,Delhi,2018,11500,Diesel,Automatic,First,5.0,7.5,Maruti,Swift,AMT VDI,28.4,1248.0,74.0
2760,Chennai,2012,58000,Diesel,Manual,First,5.0,2.1,Chevrolet,Beat,Diesel LS,25.44,936.0,57.6
2761,Delhi,2014,38000,Petrol,Automatic,First,5.0,11.6,Skoda,Superb,Elegance 1.8 TSI AT,13.7,1798.0,157.75
2762,Bangalore,2012,49000,Diesel,Automatic,Second,5.0,19.25,Mercedes-Benz,New,C-Class C 220 CDI BE Avantgare,14.84,2143.0,167.62
2763,Coimbatore,2017,72202,Diesel,Manual,First,8.0,17.92,Toyota,Innova,Crysta 2.4 VX MT 8S,13.68,2393.0,147.8
2764,Kolkata,2016,7000,Petrol,Manual,First,5.0,3.6,Hyundai,i10,Sportz,20.36,1197.0,78.9
2765,Ahmedabad,2014,20000,Diesel,Manual,Second,5.0,4.5,Honda,Amaze,S i-DTEC,25.8,1498.0,98.6
2766,Hyderabad,2017,14061,Diesel,Manual,First,5.0,7.4,Hyundai,i20,Magna 1.4 CRDi (Diesel),21.9,1396.0,88.76
2767,Coimbatore,2018,30706,Diesel,Automatic,First,5.0,59.29,Mercedes-Benz,GLE,350d,11.57,2987.0,254.79
2768,Kolkata,2011,51387,Diesel,Manual,First,7.0,5.5,Mahindra,Scorpio,2009-2014 SLE 7S BSIV,12.05,2179.0,120.0
2769,Bangalore,2006,44000,Petrol,Manual,Second,5.0,1.75,Hyundai,Getz,GLE,15.3,1341.0,83.0
2770,Mumbai,2016,12208,Petrol,Manual,First,5.0,6.75,Maruti,Baleno,Alpha,21.4,1197.0,83.1
2771,Chennai,2011,55000,Diesel,Manual,First,5.0,3.95,Chevrolet,Optra,Magnum 2.0 LT,16.52,1991.0,123.7
2772,Mumbai,2011,61600,Petrol,Manual,First,5.0,4.2,Hyundai,Verna,1.6 SX VTVT (O),17.1,1591.0,121.3
2773,Hyderabad,2016,28414,Petrol,Manual,First,5.0,8.4,Honda,City,1.5 V MT,17.0,1497.0,118.0
2774,Mumbai,2017,27853,Petrol,Automatic,First,5.0,8.25,Volkswagen,Polo,GT TSI,17.21,1197.0,103.5
2775,Bangalore,2013,55116,Petrol,Manual,First,5.0,3.31,Honda,Brio,E MT,19.4,1198.0,86.8
2776,Ahmedabad,2017,26000,Diesel,Manual,First,5.0,7.5,Maruti,Swift,Dzire VDI,26.59,1248.0,74.0
2777,Pune,2012,45496,Petrol,Manual,First,5.0,4.75,Honda,City,1.5 V MT Exclusive,17.0,1497.0,118.0
2778,Pune,2013,76000,Diesel,Automatic,Second,7.0,8.79,Mahindra,Ssangyong,Rexton RX7,11.18,2696.0,184.0
2779,Pune,2014,136000,Petrol,Manual,First,5.0,9.5,Skoda,Superb,Elegance 1.8 TSI MT,13.1,1798.0,157.75
2780,Pune,2009,100000,Petrol,Manual,First,-1.0,1.6,Hyundai,Santro,GLS II - Euro II,0.0,-1.0,-1.0
2781,Kolkata,2010,38127,Petrol,Manual,First,5.0,1.55,Maruti,Alto,LXi,19.7,796.0,46.3
2782,Jaipur,2014,82450,Diesel,Manual,First,5.0,5.85,Hyundai,i20,Asta (o) 1.4 CRDi (Diesel),23.0,1396.0,90.0
2783,Coimbatore,2014,62497,Petrol,Manual,First,5.0,7.52,Ford,Ecosport,1.5 Ti VCT MT Trend,15.8,1499.0,110.0
2784,Hyderabad,2011,86732,Diesel,Manual,First,5.0,3.6,Nissan,Micra,Diesel XV,23.08,1461.0,63.1
2785,Kochi,2016,27969,Petrol,Manual,First,5.0,4.73,Honda,Brio,E MT,19.4,1198.0,86.8
2786,Delhi,2013,66372,Diesel,Automatic,First,7.0,10.5,Mahindra,Ssangyong,Rexton RX7,11.18,2696.0,184.0
2787,Coimbatore,2013,73525,Diesel,Automatic,First,5.0,34.54,BMW,7,Series 730Ld Sedan,16.46,2993.0,258.0
2788,Kochi,2018,20689,Petrol,Manual,First,5.0,6.07,Hyundai,Grand,i10 1.2 Kappa Sportz,18.9,1197.0,81.86
2789,Coimbatore,2018,25093,Petrol,Manual,First,5.0,7.76,Maruti,Baleno,Delta 1.2,21.4,1197.0,83.1
2790,Coimbatore,2016,49176,Diesel,Manual,First,8.0,7.46,Mahindra,Xylo,E8 ABS BS IV,11.68,2498.0,112.0
2791,Delhi,2012,87510,Diesel,Manual,First,5.0,3.49,Renault,Fluence,Diesel E4,21.8,1461.0,78.0
2792,Coimbatore,2012,38214,Petrol,Manual,Second,5.0,4.05,Hyundai,i20,1.2 Magna,18.5,1197.0,80.0
2793,Kochi,2013,48986,Diesel,Manual,First,6.0,11.88,Mitsubishi,Pajero,2.8 SFX,10.5,2835.0,107.2
2794,Pune,2011,88000,Petrol,Automatic,First,5.0,6.45,Toyota,Corolla,Altis 2008-2013 1.8 VL AT,14.53,1794.0,138.1
2795,Pune,2015,69002,Diesel,Automatic,First,5.0,50.0,BMW,X5,X5 M,15.97,2993.0,258.0
2796,Pune,2011,43706,Petrol,Automatic,First,5.0,9.0,BMW,3,Series 2005-2011 325i Sedan,10.9,2497.0,215.0
2797,Coimbatore,2016,58671,Diesel,Automatic,First,5.0,14.25,Hyundai,Creta,1.6 CRDi AT SX Plus,17.01,1582.0,126.2
2798,Coimbatore,2017,49404,Diesel,Manual,First,7.0,7.36,Mahindra,TUV,300 2015-2019 T8,18.49,1493.0,100.0
2799,Delhi,2010,72000,Diesel,Manual,First,8.0,4.4,Mahindra,Scorpio,VLX 2.2 mHawk BSIII,12.05,2179.0,120.0
2800,Mumbai,2016,24000,Petrol,Manual,First,5.0,3.1,Renault,KWID,RXT,25.17,799.0,53.3
2801,Coimbatore,2017,53285,Petrol,Automatic,First,5.0,4.28,Renault,KWID,1.0 RXT Optional AMT,22.5,999.0,67.0
2802,Pune,2017,12000,Petrol,Manual,First,5.0,5.5,Maruti,Swift,VXi BSIV,16.1,1197.0,85.0
2803,Kolkata,2012,45000,Diesel,Automatic,First,5.0,6.99,Skoda,Laura,1.9 TDI AT Ambiente,17.0,1896.0,105.0
2804,Coimbatore,2018,26234,Petrol,Manual,First,5.0,4.29,Maruti,Alto,800 2016-2019 VXI,24.7,796.0,47.3
2805,Delhi,2014,55000,Petrol,Manual,First,5.0,4.2,Maruti,Swift,VXI,18.6,1197.0,85.8
2806,Pune,2012,90000,Diesel,Manual,First,5.0,4.11,Hyundai,i20,1.4 CRDi Sportz,23.0,1396.0,90.0
2807,Mumbai,2015,48000,Diesel,Automatic,First,5.0,18.75,Audi,Q3,2012-2015 35 TDI Quattro Premium,15.73,1968.0,174.33
2808,Mumbai,2017,19863,Diesel,Automatic,First,5.0,64.95,Mercedes-Benz,GLE,350d,11.57,2987.0,254.79
2809,Mumbai,2010,55000,Petrol,Manual,Second,5.0,1.59,Hyundai,i10,Era,19.81,1086.0,68.05
2810,Kolkata,2016,4800,Petrol,Manual,First,5.0,3.6,Maruti,Wagon,R LXI Optional,20.51,998.0,67.04
2811,Kochi,2017,38607,Petrol,Manual,Second,5.0,7.87,Honda,City,i VTEC V,17.8,1497.0,117.3
2812,Mumbai,2018,3958,Petrol,Manual,First,5.0,5.55,Hyundai,Grand,i10 1.2 Kappa Sportz,18.9,1197.0,81.86
2813,Jaipur,2014,74000,Diesel,Manual,Second,5.0,6.4,Honda,City,i DTEC VX,25.1,1498.0,98.6
2814,Mumbai,2009,54540,Petrol,Manual,Third,5.0,2.65,Maruti,Swift,Dzire VXi,17.5,1298.0,85.8
2815,Delhi,2015,58400,Petrol,Manual,First,5.0,5.5,Maruti,Swift,Dzire ZXi,17.5,1298.0,85.8
2816,Kochi,2013,73648,Diesel,Manual,First,7.0,7.31,Mahindra,XUV500,W8 2WD,15.1,2179.0,140.0
2817,Jaipur,2016,83000,Diesel,Manual,First,5.0,7.1,Maruti,Ciaz,ZDi Plus SHVS,28.09,1248.0,88.5
2818,Kochi,2016,16159,Diesel,Manual,First,5.0,7.83,Hyundai,Verna,1.6 SX CRDi (O),22.32,1582.0,126.32
2819,Mumbai,2005,150000,Diesel,Manual,First,5.0,0.85,Hyundai,Accent,CRDi,13.1,1493.0,82.0
2820,Mumbai,2014,22100,Petrol,Manual,First,5.0,3.55,Honda,Brio,S MT,19.4,1198.0,86.8
2821,Coimbatore,2017,35043,Petrol,Manual,First,5.0,8.19,Hyundai,i20,Active 1.2 SX,17.19,1197.0,81.86
2822,Pune,2018,24000,Diesel,Automatic,First,5.0,28.0,BMW,3,Series 320d Sport Line,18.88,1995.0,184.0
2823,Chennai,2015,480000,Diesel,Automatic,First,5.0,13.0,Volkswagen,Jetta,2013-2015 2.0L TDI Highline AT,16.96,1968.0,138.03
2824,Chennai,2011,70000,Petrol,Manual,Second,5.0,3.29,Volkswagen,Polo,Petrol Highline 1.6L,15.26,1598.0,103.5
2825,Pune,2015,13769,Petrol,Manual,Second,5.0,4.41,Maruti,Swift,VXi BSIV,16.1,1197.0,85.0
2826,Kolkata,2013,58000,Diesel,Manual,First,5.0,4.99,Renault,Duster,110PS Diesel RxZ,19.01,1461.0,108.45
2827,Hyderabad,2009,58000,Diesel,Automatic,First,5.0,17.98,BMW,X3,xDrive 20d Luxury Line,18.56,1995.0,190.0
2828,Coimbatore,2018,18705,Diesel,Manual,First,5.0,7.71,Fiat,Avventura,MULTIJET Emotion,20.5,1248.0,91.72
2829,Delhi,2013,32378,Petrol,Manual,First,5.0,2.8,Maruti,Wagon,R Stingray VXI,20.51,998.0,67.04
2830,Kolkata,2013,45000,Diesel,Manual,First,5.0,3.0,Chevrolet,Sail,Hatchback LS ABS,22.1,1248.0,76.9
2831,Coimbatore,2015,36836,Diesel,Manual,First,7.0,12.49,Mahindra,XUV500,W8 2WD,15.1,2179.0,140.0
2832,Kochi,2016,54199,Diesel,Manual,First,5.0,5.0,Tata,Zest,Quadrajet 1.3,23.0,1248.0,88.8
2833,Kochi,2017,36935,Diesel,Automatic,First,5.0,32.64,BMW,X3,xDrive20d xLine,18.56,1995.0,190.0
2834,Chennai,2015,23000,Diesel,Manual,First,5.0,6.5,Maruti,Swift,VDI BSIV,25.2,1248.0,74.0
2835,Bangalore,2015,14000,Diesel,Automatic,First,5.0,35.0,BMW,5,Series 2013-2017 520d Luxury Line,18.12,1995.0,190.0
2836,Chennai,2015,100073,Diesel,Manual,Second,5.0,2.0,Tata,Indigo,CS eVX,25.0,1396.0,69.01
2837,Kochi,2015,59182,Diesel,Manual,First,7.0,9.46,Mahindra,XUV500,W8 2WD,15.1,2179.0,140.0
2838,Kochi,2016,72132,Diesel,Automatic,Second,7.0,39.0,Audi,Q7,35 TDI Quattro Premium Plus,12.07,2967.0,241.4
2839,Hyderabad,2009,79000,Diesel,Automatic,First,5.0,15.0,BMW,5,Series 2003-2012 520d,18.48,1995.0,177.0
2840,Coimbatore,2013,66930,Petrol,Manual,First,5.0,6.15,Hyundai,Verna,1.6 SX VTVT (O),17.1,1591.0,121.3
2841,Pune,2015,100000,Diesel,Automatic,Second,7.0,14.5,Hyundai,Santa,Fe 4WD AT,13.01,2199.0,194.3
2842,Bangalore,2012,43000,Petrol,Manual,First,-1.0,3.25,Hyundai,Santro,GLS II - Euro II,0.0,-1.0,-1.0
2843,Kochi,2018,27413,Petrol,Automatic,First,5.0,5.18,Maruti,Wagon,R AMT VXI,20.51,998.0,67.0
2844,Pune,2007,90000,Petrol,Manual,Second,5.0,1.24,Maruti,Wagon,R LX BSIII,17.3,1061.0,64.0
2845,Kolkata,2013,40300,Petrol,Manual,First,5.0,2.8,Hyundai,i20,Sportz 1.2,18.5,1197.0,82.85
2846,Kochi,2011,73783,Petrol,Automatic,Second,5.0,5.23,Skoda,Superb,Elegance 1.8 TSI AT,13.7,1798.0,157.75
2847,Pune,2005,86000,Petrol,Manual,Second,5.0,0.45,Hyundai,Getz,GLS,15.3,1341.0,83.0
2848,Delhi,2014,65694,Petrol,Manual,First,5.0,3.25,Maruti,Wagon,R LXI BS IV,18.9,998.0,67.1
2849,Kolkata,2015,23000,Petrol,Manual,First,5.0,1.5,Maruti,Omni,MPI CARGO BSIV,16.8,796.0,34.2
2850,Mumbai,2012,51000,Petrol,Manual,First,5.0,2.85,Hyundai,i10,Magna 1.2,20.36,1197.0,78.9
2851,Kochi,2018,18335,Petrol,Manual,First,5.0,4.5,Renault,KWID,1.0 RXT Optional,21.7,999.0,67.0
2852,Bangalore,2014,36000,Diesel,Automatic,First,5.0,16.25,Mercedes-Benz,B,Class 2012-2015 B200 Sport CDI,15.0,2147.0,107.3
2853,Mumbai,2017,25000,Petrol,Automatic,First,5.0,7.75,Volkswagen,Polo,GT TSI,17.21,1197.0,103.5
2854,Bangalore,2007,81000,Diesel,Manual,Third,8.0,4.35,Mahindra,Scorpio,VLX 4WD,12.05,2179.0,120.0
2855,Kochi,2019,21719,Diesel,Automatic,First,7.0,33.13,Toyota,Fortuner,2.8 2WD AT,12.9,2755.0,174.5
2856,Coimbatore,2013,75421,Diesel,Manual,First,5.0,3.63,Chevrolet,Beat,Diesel LT,25.44,936.0,56.3
2857,Delhi,2010,80000,Diesel,Manual,First,8.0,4.75,Toyota,Innova,2.5 G4 Diesel 8-seater,12.8,2494.0,102.0
2858,Kochi,2018,10671,Petrol,Manual,First,5.0,6.51,Maruti,Swift,Dzire VXI,20.85,1197.0,83.14
2859,Hyderabad,2018,4126,Petrol,Manual,First,5.0,4.8,Renault,KWID,Climber 1.0 MT,21.7,999.0,67.0
2860,Hyderabad,2017,98500,Diesel,Manual,First,5.0,6.0,Tata,Bolt,Quadrajet XM,22.95,1248.0,74.0
2861,Coimbatore,2016,61578,Petrol,Manual,First,5.0,6.4,Hyundai,Grand,i10 Asta,18.9,1197.0,82.0
2862,Ahmedabad,2014,54000,Diesel,Manual,First,5.0,4.9,Volkswagen,Vento,1.5 TDI Highline,20.34,1498.0,103.2
2863,Coimbatore,2013,70998,Diesel,Automatic,First,5.0,20.57,Audi,A6,2011-2015 2.0 TDI,17.68,1968.0,174.33
2864,Kolkata,2015,40082,Diesel,Manual,First,5.0,4.76,Maruti,Swift,Dzire Ldi BSIV,19.3,1248.0,73.9
2865,Kochi,2012,50619,Petrol,Manual,First,5.0,2.0,Chevrolet,Spark,1.0 LT,18.0,995.0,62.0
2866,Coimbatore,2009,103905,Diesel,Automatic,First,5.0,9.92,BMW,3,Series 320d,22.69,1995.0,190.0
2867,Kochi,2018,15334,Petrol,Manual,First,5.0,3.69,Hyundai,EON,Era Plus,21.1,814.0,55.2
2868,Hyderabad,2013,69000,Diesel,Manual,First,5.0,5.75,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
2869,Hyderabad,2014,75160,Diesel,Manual,First,5.0,5.7,Volkswagen,CrossPolo,1.5 TDI,20.14,1498.0,88.5
2870,Coimbatore,2014,44753,Petrol,Manual,First,5.0,4.94,Honda,Amaze,E i-Vtech,18.0,1198.0,86.7
2871,Kochi,2012,53024,Petrol,Automatic,First,5.0,4.29,Volkswagen,Vento,Petrol Highline AT,14.4,1598.0,103.6
2872,Kolkata,2014,23840,Petrol,Manual,First,5.0,3.0,Maruti,Wagon,R Stingray VXI,20.51,998.0,67.04
2873,Hyderabad,2014,81298,Diesel,Manual,First,5.0,6.5,Volkswagen,Polo,1.5 TDI Highline,20.14,1498.0,88.8
2874,Jaipur,2015,59000,Petrol,Manual,Second,5.0,4.9,Volkswagen,Polo,Petrol Comfortline 1.2L,16.47,1198.0,73.9
2875,Kochi,2016,51806,Diesel,Manual,First,5.0,5.4,Honda,Amaze,SX i-DTEC,25.8,1498.0,98.6
2876,Delhi,2014,56000,Diesel,Automatic,First,5.0,24.0,Audi,A6,35 TDI Matrix,18.53,1968.0,187.74
2877,Kochi,2019,29279,Diesel,Manual,First,5.0,7.46,Tata,Tigor,1.05 Revotorq XZ Option,24.7,1047.0,69.0
2878,Kochi,2017,33550,Diesel,Automatic,First,5.0,9.6,Volkswagen,Vento,1.5 TDI Highline AT,21.5,1498.0,108.5
2879,Hyderabad,2014,62000,Diesel,Automatic,First,5.0,25.0,Audi,A6,35 TDI Matrix,18.53,1968.0,187.74
2880,Hyderabad,2014,66000,Diesel,Manual,First,5.0,6.8,Nissan,Terrano,XL 110 PS,19.01,1461.0,108.5
2881,Coimbatore,2016,46630,Diesel,Automatic,First,5.0,8.59,Skoda,Rapid,1.5 TDI AT Elegance,21.66,1498.0,103.52
2882,Hyderabad,2016,72566,Diesel,Manual,First,5.0,5.29,Ford,Figo,Aspire 1.5 TDCi Trend,25.83,1498.0,99.0
2883,Pune,2011,51482,Diesel,Manual,First,8.0,2.5,Tata,Venture,EX,15.42,1405.0,70.0
2884,Chennai,2011,90000,Diesel,Automatic,First,5.0,13.9,Mercedes-Benz,New,C-Class C 220 CDI BE Avantgare,14.84,2143.0,167.62
2885,Jaipur,2014,69000,Diesel,Manual,Second,7.0,20.0,Toyota,Fortuner,4x2 Manual,13.0,2982.0,168.5
2886,Delhi,2011,90000,Petrol,Manual,Second,5.0,3.4,Honda,City,1.5 V MT,17.0,1497.0,118.0
2887,Mumbai,2015,39000,Petrol,Manual,First,5.0,5.5,Hyundai,i20,Asta Option 1.2,18.6,1197.0,81.83
2888,Hyderabad,2012,110000,Diesel,Manual,Second,5.0,3.65,Volkswagen,Vento,Diesel Trendline,20.54,1598.0,103.6
2889,Kochi,2011,68022,Diesel,Manual,First,7.0,5.86,Ford,Endeavour,2.5L 4X2 MT,13.1,2499.0,141.0
2890,Coimbatore,2018,27852,Petrol,Automatic,First,5.0,10.44,Ford,EcoSport,1.5 Petrol Titanium Plus AT,14.8,1497.0,121.36
2891,Bangalore,2013,58291,Diesel,Manual,First,5.0,5.0,Maruti,Swift,VDI BSIV,17.8,1248.0,-1.0
2892,Coimbatore,2011,68439,Diesel,Manual,First,5.0,3.37,Hyundai,i20,Sportz Diesel,23.0,1396.0,90.0
2893,Delhi,2011,150000,Diesel,Manual,First,8.0,6.95,Toyota,Innova,2.5 VX (Diesel) 8 Seater,12.99,2494.0,100.6
2894,Mumbai,2018,14000,Diesel,Manual,First,5.0,9.9,Tata,Nexon,1.5 Revotorq XZ Plus Dual Tone,21.5,1497.0,108.5
2895,Hyderabad,2012,71558,Diesel,Manual,First,5.0,3.3,Ford,Figo,Diesel Titanium,20.0,1399.0,68.05
2896,Delhi,2013,48000,Diesel,Automatic,Second,4.0,50.5,Porsche,Panamera,Diesel,17.85,2967.0,300.0
2897,Jaipur,2015,65800,Diesel,Automatic,First,5.0,12.5,Hyundai,Creta,1.6 CRDi AT SX Plus,17.01,1582.0,126.2
